path,label
tms-data/train/septoria-leafspot/IMG_20220911_064614.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_064627.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_064641.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_064716.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_064725.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_064742.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_064750.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_064910.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_064913.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_065002.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_065033.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_065115.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_065121.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_065141.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_065144.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_065157.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_065204.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_065248.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_065306.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_065429.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_065431.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_065548.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_065606.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_065610.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_065622.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_065627.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_065711.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_065738.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_065847.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_065850.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_065936.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_065948.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_070201.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_070221.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_070253.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_070258.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_070415.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_070452.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_070516.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_070527.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_070537.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_070538.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_070556.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_070633.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_070643.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_070649.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_070703.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_070711.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_070745.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_070748.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_070757.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_070831.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_070837.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_070840.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_071157.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_071200.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_071224.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_071233.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_071303.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_071337.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_071406.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_071418.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_071422.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_071442.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_071534.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_071559.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_072219.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_072230.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_072305.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_072309.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_072327.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_094127.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_094134.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_094241.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_094250.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_094319.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_094328.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_094452.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_094458.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_094830.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_094837.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_095512.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_095812.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_095814.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_095831.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_095840.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_100353.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_100358.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_100432.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_100437.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220911_100441.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_062433.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_062441.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_062449.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_062502.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_062541.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_062556.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_062617.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_062632.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_062641.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_062704.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_062741.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_062747.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_062816.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_062820.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_062825.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_062904.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_062931.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_062943.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_062959.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_063002.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_063019.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_063036.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_063051.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_063110.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_063123.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_063136.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_063142.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_063213.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_063254.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_063335.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_063353.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_063407.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_063411.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_063422.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_063426.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_063443.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_063510.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_063543.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_063606.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_063717.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_063733.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_063752.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_063759.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_063829.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_063859.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_063923.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_063942.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_063952.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_064039.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_064107.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_064139.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_064146.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_064210.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_064219.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_064225.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_064328.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_064340.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_064350.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_064406.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_064413.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_064437.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_064859.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_064913.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_064936.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_064942.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_064949.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_064955.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_065008.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_065015.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_065025.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_065030.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_065042.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_065051.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_065058.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_065105.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_065120.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_065123.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_065137.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_065144.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_065242.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_065304.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_065320.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_065349.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_065354.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_065438.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_065441.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_065927.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_065932.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070002.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070024.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070056.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070058.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070129.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070152.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070158.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070207.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070218.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070236.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070239.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070248.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070251.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070303.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070317.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070323.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070343.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070347.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070406.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070412.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070420.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070427.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070449.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070458.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070513.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070516.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070524.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070527.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070548.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070553.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070611.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070625.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070628.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070639.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070734.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070737.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070753.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070756.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070802.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070829.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070833.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070840.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070901.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070907.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070917.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070927.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070930.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070944.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_070948.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071021.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071027.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071039.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071049.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071106.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071144.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071149.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071205.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071209.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071215.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071224.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071234.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071238.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071247.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071300.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071305.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071310.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071328.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071332.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071350.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071355.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071410.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071415.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071430.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071440.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071505.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071508.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071537.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071540.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071550.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071557.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071614.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071619.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071654.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071656.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071709.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071717.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071746.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071751.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071801.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071803.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071810.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071813.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071825.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071828.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071831.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071900.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071902.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071906.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071920.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071923.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071926.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_071955.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_072005.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_072008.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_072016.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_072020.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_072029.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_072049.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_072117.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_072123.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_072127.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_072135.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_072139.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_072159.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_072204.jpg,septoria-leafspot
tms-data/train/septoria-leafspot/IMG_20220918_072314.jpg,septoria-leafspot
